invoice_number,order_date,store_number,county_number,category_number,vendor_number,item_number,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,etl_date
S08842200091,2012-11-13,2651,9,10812400,434,79026,12,750,4.5,6.75,3,20.25,2.25,0.59,2025-02-25T13:13:16.885776
S08860900006,2012-11-14,3420,77,10122000,370,4717,12,1000,24.5,36.74,180,6613.2,180.0,47.55,2025-02-25T13:13:16.885776
S08947900028,2012-11-15,3715,82,10411000,370,32238,6,1750,10.9,16.35,2,32.7,3.5,0.92,2025-02-25T13:13:16.885776
S08970100026,2012-11-16,4073,95,10312000,260,40956,12,750,7.21,11.19,12,134.28,9.0,2.38,2025-02-25T13:13:16.885776
S08998200003,2012-11-17,4257,7,10411000,370,32234,24,375,3.5,5.24,48,251.52,18.0,4.76,2025-02-25T13:13:16.885776
S09027000009,2012-11-19,3013,26,10511400,434,56206,12,750,5.47,8.21,12,98.52,9.0,2.38,2025-02-25T13:13:16.885776
S09061700026,2012-11-20,4108,77,10510100,205,52596,12,750,5.51,8.26,3,24.78,2.25,0.59,2025-02-25T13:13:16.885776
S09107100013,2012-11-21,2956,77,10310800,55,35318,6,1750,6.92,10.38,6,62.28,10.5,2.77,2025-02-25T13:13:16.885776
S09107200015,2012-11-26,3494,7,10320800,260,34457,12,1000,17.0,25.49,72,1835.28,72.0,19.02,2025-02-25T13:13:16.885776
S09107800008,2012-11-27,3944,31,10421000,260,28867,12,1000,14.99,22.48,108,2427.84,108.0,28.53,2025-02-25T13:13:16.885776
S09134100003,2012-11-28,4654,1,10310800,260,38008,6,1750,14.5,21.74,6,130.44,10.5,2.77,2025-02-25T13:13:16.885776
S09178300001,2012-11-29,4727,77,10819000,65,73571,12,750,11.54,17.31,12,207.72,9.0,2.38,2025-02-25T13:13:16.885776
S09240600063,2012-12-03,4839,98,10221000,395,89206,12,750,12.5,19.74,2,39.48,1.5,0.4,2025-02-25T13:13:16.885776
S09251600049,2012-12-04,4257,7,10111000,65,24456,12,750,5.51,8.26,3,24.78,2.25,0.59,2025-02-25T13:13:16.885776
S09288600033,2012-12-05,4296,89,10813800,260,67296,12,750,9.0,13.49,3,40.47,2.25,0.59,2025-02-25T13:13:16.885776
S09292800005,2012-12-06,4788,57,10121000,65,15248,6,1750,8.92,13.38,6,80.28,10.5,2.77,2025-02-25T13:13:16.885776
S09365000010,2012-12-10,3524,85,10510100,259,52318,6,1750,10.33,16.24,84,1364.16,147.0,38.83,2025-02-25T13:13:16.885776
S09348300001,2012-12-11,3869,52,10112000,461,904837,6,750,19.5,29.25,6,175.5,4.5,1.19,2025-02-25T13:13:16.885776
S09365600033,2012-12-12,3447,97,10810300,65,67557,12,1000,8.13,12.2,36,439.2,36.0,9.51,2025-02-25T13:13:16.885776
S09437900022,2012-12-13,4169,77,10520100,389,49189,24,200,5.41,8.12,24,194.88,4.8,1.27,2025-02-25T13:13:16.885776
S09491500003,2012-12-14,2190,77,10310800,300,36907,12,1000,4.13,6.19,12,74.28,12.0,3.17,2025-02-25T13:13:16.885776
S09489200007,2012-12-17,4197,97,10711000,395,58838,6,1750,8.2,12.3,6,73.8,10.5,2.77,2025-02-25T13:13:16.885776
S09494600076,2012-12-18,3354,82,10320800,395,34935,12,750,10.16,15.74,12,188.88,9.0,2.38,2025-02-25T13:13:16.885776
S09494300090,2012-12-19,3385,57,10112000,461,22157,12,1000,14.99,22.49,12,269.88,12.0,3.17,2025-02-25T13:13:16.885776
S09535800001,2012-12-20,4405,77,10320800,370,34006,12,750,11.0,16.49,12,197.88,9.0,2.38,2025-02-25T13:13:16.885776
S09587600008,2012-12-21,4588,97,10510100,205,52594,24,375,2.93,4.4,48,211.2,18.0,4.76,2025-02-25T13:13:16.885776
S09629100028,2012-12-24,3929,7,10510100,115,53216,12,750,6.29,9.44,12,113.28,9.0,2.38,2025-02-25T13:13:16.885776
S09663500001,2012-12-26,3911,48,10111000,260,25607,12,1000,7.5,11.24,12,134.88,12.0,3.17,2025-02-25T13:13:16.885776
S09693100005,2012-12-27,4406,77,10310800,434,36306,12,750,3.25,4.88,24,117.12,18.0,4.76,2025-02-25T13:13:16.885776
S09717800011,2012-12-28,4728,52,10310800,434,36308,6,1750,7.13,10.7,6,64.2,10.5,2.77,2025-02-25T13:13:16.885776
S09754100012,2012-12-31,4257,7,10813000,434,81206,12,750,3.7,5.55,3,16.65,2.25,0.59,2025-02-25T13:13:16.885776
S09786600016,2013-01-02,3911,48,10623100,259,43028,6,1750,11.55,17.32,6,103.92,10.5,2.77,2025-02-25T13:13:16.885776
S09821600003,2013-01-03,4373,77,10310800,434,36308,6,1750,7.13,10.7,6,64.2,10.5,2.77,2025-02-25T13:13:16.885776
S09863200015,2013-01-07,4454,97,10829000,192,65256,12,750,12.04,18.06,6,108.36,4.5,1.19,2025-02-25T13:13:16.885776
S09879800016,2013-01-08,4500,52,10520100,420,48099,24,200,5.0,7.5,3,22.5,0.6,0.16,2025-02-25T13:13:16.885776
S09919600018,2013-01-09,4381,48,10813900,421,69634,24,375,5.33,7.99,5,39.95,1.88,0.5,2025-02-25T13:13:16.885776
S09943600012,2013-01-10,3829,57,10510100,205,52595,12,750,5.51,8.26,6,49.56,4.5,1.19,2025-02-25T13:13:16.885776
S09956000069,2013-01-14,2604,75,10112000,65,27582,12,750,11.02,16.54,6,99.24,4.5,1.19,2025-02-25T13:13:16.885776
S09956400006,2013-01-15,2593,14,10121000,85,12467,12,1000,6.7,10.05,24,241.2,24.0,6.34,2025-02-25T13:13:16.885776
S10044300015,2013-01-16,3911,48,10121000,115,11588,6,1750,12.99,19.48,2,38.96,3.5,0.92,2025-02-25T13:13:16.885776
S10044100002,2013-01-17,4748,82,10310800,434,36308,6,1750,7.13,10.7,6,64.2,10.5,2.77,2025-02-25T13:13:16.885776
S10116700014,2013-01-21,3654,99,10310800,55,35317,12,1000,3.97,5.95,12,71.4,12.0,3.17,2025-02-25T13:13:16.885776
S10102400030,2013-01-22,3869,52,10623100,260,43338,6,1750,17.5,26.24,4,104.96,7.0,1.85,2025-02-25T13:13:16.885776
S10120000018,2013-01-23,3385,57,10221000,461,89139,6,750,20.76,31.14,12,373.68,9.0,2.38,2025-02-25T13:13:16.885776
S10199600021,2013-01-24,4478,77,10310800,55,37936,12,750,3.64,5.45,12,65.4,9.0,2.38,2025-02-25T13:13:16.885776
S10244600001,2013-01-25,9002,82,10411000,306,31990,6,750,16.17,24.25,24,582.0,18.0,4.76,2025-02-25T13:13:16.885776
S10163000027,2013-01-28,4077,7,10411000,370,33285,12,500,3.3,4.95,2,9.9,1.0,0.26,2025-02-25T13:13:16.885776
S10250000024,2013-01-29,3651,91,10111000,260,25608,6,1750,10.26,15.9,12,190.8,21.0,5.55,2025-02-25T13:13:16.885776
S10246800032,2013-01-30,3447,97,10511100,55,55066,12,750,4.12,6.37,24,152.88,18.0,4.76,2025-02-25T13:13:16.885776
S10300900005,2013-01-31,4767,77,10623100,260,43336,12,750,8.25,12.49,11,137.39,8.25,2.18,2025-02-25T13:13:16.885776
S10369600011,2013-02-04,4444,97,10113000,85,26820,24,375,6.3,9.44,6,56.64,2.25,0.59,2025-02-25T13:13:16.885776
S10348000025,2013-02-05,3869,52,10816000,85,86884,24,375,4.54,6.8,3,20.4,1.12,0.3,2025-02-25T13:13:16.885776
S10371500012,2013-02-06,3447,97,10310800,434,36308,6,1750,7.13,10.7,18,192.6,31.5,8.32,2025-02-25T13:13:16.885776
S10376900001,2013-02-07,4804,77,10310800,434,36305,12,750,3.25,4.88,144,702.72,108.0,28.53,2025-02-25T13:13:16.885776
S10505200002,2013-02-08,4129,85,10322000,434,35179,12,750,7.85,11.78,24,282.72,18.0,4.76,2025-02-25T13:13:16.885776
S10501800011,2013-02-11,3964,11,10122000,260,5347,12,1000,17.25,25.87,2,51.74,2.0,0.53,2025-02-25T13:13:16.885776
S10481900033,2013-02-12,3869,52,10816000,85,86884,24,375,4.54,6.8,6,40.8,2.25,0.59,2025-02-25T13:13:16.885776
S10503700034,2013-02-13,3447,97,10510100,205,52599,12,1000,6.94,10.41,12,124.92,12.0,3.17,2025-02-25T13:13:16.885776
S10570600011,2013-02-14,4373,77,10111000,260,25606,12,750,6.53,9.79,12,117.48,9.0,2.38,2025-02-25T13:13:16.885776
S10632800010,2013-02-18,4398,99,10121000,115,11771,10,600,4.96,7.44,3,22.32,1.8,0.48,2025-02-25T13:13:16.885776
S10643900008,2013-02-19,4648,7,10411000,434,31654,24,375,1.99,2.98,24,71.52,9.0,2.38,2025-02-25T13:13:16.885776
S10601600007,2013-02-20,4825,20,10121000,65,10626,12,750,7.87,11.81,6,70.86,4.5,1.19,2025-02-25T13:13:16.885776
S10706300004,2013-02-21,4609,77,10312000,380,41693,12,750,6.5,9.74,12,116.88,9.0,2.38,2025-02-25T13:13:16.885776
S10752600021,2013-02-22,4604,50,10511000,434,54446,12,750,5.47,8.21,3,24.63,2.25,0.59,2025-02-25T13:13:16.885776
S10749200003,2013-02-25,3654,99,10310800,55,35318,6,1750,6.92,10.38,6,62.28,10.5,2.77,2025-02-25T13:13:16.885776
S10764400003,2013-02-26,4548,57,10111000,260,25606,12,750,6.53,9.79,12,117.48,9.0,2.38,2025-02-25T13:13:16.885776
S10750600030,2013-02-27,3420,77,10711000,55,57148,6,1750,6.49,9.74,66,642.84,115.5,30.51,2025-02-25T13:13:16.885776
S10829700034,2013-02-28,4295,77,10812000,260,68036,12,750,13.0,19.49,2,38.98,1.5,0.4,2025-02-25T13:13:16.885776
S10813100007,2013-03-04,4430,94,10813900,421,69637,12,1000,11.0,16.5,12,198.0,12.0,3.17,2025-02-25T13:13:16.885776
S10852000029,2013-03-05,3869,52,10320800,115,34820,12,750,7.97,11.95,4,47.8,3.0,0.79,2025-02-25T13:13:16.885776
S10876200020,2013-03-06,3420,77,10122000,260,5288,6,1750,22.5,33.74,6,202.44,10.5,2.77,2025-02-25T13:13:16.885776
S10947800005,2013-03-07,4505,77,10115000,255,27102,6,750,18.08,27.13,6,162.78,4.5,1.19,2025-02-25T13:13:16.885776
S10977100022,2013-03-11,4568,97,10320800,370,34004,24,375,6.5,9.74,2,19.48,0.75,0.2,2025-02-25T13:13:16.885776
S11002400025,2013-03-12,3944,31,10310800,301,38176,12,750,9.64,14.46,12,173.52,9.0,2.38,2025-02-25T13:13:16.885776
S10948800003,2013-03-13,3822,52,10111000,260,25608,6,1750,11.26,16.9,6,101.4,10.5,2.77,2025-02-25T13:13:16.885776
S11073000001,2013-03-14,4406,77,10320800,370,34006,12,750,11.0,16.49,12,197.88,9.0,2.38,2025-02-25T13:13:16.885776
S11115200003,2013-03-15,4829,77,10812000,260,68037,12,1000,17.0,25.49,24,611.76,24.0,6.34,2025-02-25T13:13:16.885776
S11115500028,2013-03-18,3964,11,10310800,55,35947,12,1000,3.99,5.99,2,11.98,2.0,0.53,2025-02-25T13:13:16.885776
S11094600083,2013-03-19,3869,52,10623100,259,43984,12,750,5.77,8.66,1,8.66,0.75,0.2,2025-02-25T13:13:16.885776
S11120800018,2013-03-20,3420,77,10511200,434,55506,12,750,5.47,8.21,12,98.52,9.0,2.38,2025-02-25T13:13:16.885776
S11142200001,2013-03-21,4699,82,10320800,370,34006,12,750,11.0,16.49,12,197.88,9.0,2.38,2025-02-25T13:13:16.885776
S11156900001,2013-03-25,4703,97,10320800,260,34456,12,750,13.5,20.24,12,242.88,9.0,2.38,2025-02-25T13:13:16.885776
S11123200008,2013-03-26,4509,85,10312000,259,904760,12,750,4.83,7.25,12,87.0,9.0,2.38,2025-02-25T13:13:16.885776
S11237500089,2013-03-27,3420,77,10112000,65,19477,12,1000,20.99,31.49,12,377.88,12.0,3.17,2025-02-25T13:13:16.885776
S11297600001,2013-03-28,2190,77,10312000,380,40629,6,500,4.88,7.32,60,439.2,30.0,7.93,2025-02-25T13:13:16.885776
S11349000009,2013-04-01,4247,,10814000,434,86506,12,750,3.33,4.99,3,14.97,2.25,0.59,2025-02-25T13:13:16.885776
S11358200011,2013-04-02,3477,78,10112000,421,16518,6,1750,11.8,17.7,24,424.8,42.0,11.1,2025-02-25T13:13:16.885776
S11357300027,2013-04-03,3420,77,10122000,260,10008,6,1750,10.22,15.33,24,367.92,42.0,11.1,2025-02-25T13:13:16.885776
S11429100003,2013-04-04,4478,77,10816000,421,64862,12,375,5.33,7.99,12,95.88,4.5,1.19,2025-02-25T13:13:16.885776
S11482700015,2013-04-08,4463,41,10623100,260,43338,6,1750,17.5,26.24,6,157.44,10.5,2.77,2025-02-25T13:13:16.885776
S11453400005,2013-04-09,4706,23,10711000,395,58838,6,1750,8.2,12.3,6,73.8,10.5,2.77,2025-02-25T13:13:16.885776
S11483500001,2013-04-10,3447,97,10121000,260,11347,12,1000,9.49,14.24,60,854.4,60.0,15.85,2025-02-25T13:13:16.885776
S11558700034,2013-04-11,3814,25,10320800,420,34162,6,1000,20.62,30.94,12,371.28,12.0,3.17,2025-02-25T13:13:16.885776
S11614800031,2013-04-15,3494,7,10810100,434,76487,12,1000,4.04,6.06,24,145.44,24.0,6.34,2025-02-25T13:13:16.885776
S11597100124,2013-04-16,3869,52,10623000,370,42699,12,750,7.5,11.24,1,11.24,0.75,0.2,2025-02-25T13:13:16.885776
S11663500016,2013-04-17,4414,78,10113000,85,26820,24,375,6.3,9.44,3,28.32,1.12,0.3,2025-02-25T13:13:16.885776
S11687000027,2013-04-18,4596,77,10510100,115,53213,24,200,1.77,2.66,3,7.98,0.6,0.16,2025-02-25T13:13:16.885776
S11746900003,2013-04-19,2190,77,10310800,421,36974,24,375,1.71,2.56,24,61.44,9.0,2.38,2025-02-25T13:13:16.885776
S11737200005,2013-04-22,4568,97,10112000,259,17956,12,750,6.87,10.3,12,123.6,9.0,2.38,2025-02-25T13:13:16.885776
S11752100030,2013-04-23,3944,31,10310800,301,38176,12,750,9.64,14.46,12,173.52,9.0,2.38,2025-02-25T13:13:16.885776
S11752300065,2013-04-24,3420,77,10310800,301,38176,12,750,9.64,14.46,24,347.04,18.0,4.76,2025-02-25T13:13:16.885776
S11831200016,2013-04-25,4406,77,10622000,35,43121,12,500,4.74,7.11,1,7.11,0.5,0.13,2025-02-25T13:13:16.885776
S11886100003,2013-04-29,3484,18,10623000,370,42716,12,750,7.5,11.24,12,134.88,9.0,2.38,2025-02-25T13:13:16.885776
S11864600102,2013-04-30,3869,52,10310800,301,38177,12,1000,11.92,17.88,2,35.76,2.0,0.53,2025-02-25T13:13:16.885776
S11888600027,2013-05-01,3447,97,10810100,434,76487,12,1000,4.04,6.06,24,145.44,24.0,6.34,2025-02-25T13:13:16.885776
S11964400009,2013-05-02,4609,77,10310800,260,37996,12,750,8.25,12.37,6,74.22,4.5,1.19,2025-02-25T13:13:16.885776
S12021200001,2013-05-03,4829,77,10310800,380,37347,12,1000,4.28,6.42,132,847.44,132.0,34.87,2025-02-25T13:13:16.885776
S12021100003,2013-05-06,4376,17,10623100,260,1799,6,1750,17.75,26.62,6,159.72,10.5,2.77,2025-02-25T13:13:16.885776
S12029100027,2013-05-07,4257,7,10113000,85,26821,12,500,8.62,12.94,1,12.94,0.5,0.13,2025-02-25T13:13:16.885776
S12027400010,2013-05-08,3385,57,10421000,370,28087,12,1000,14.49,21.74,12,260.88,12.0,3.17,2025-02-25T13:13:16.885776
S12098700025,2013-05-09,4373,77,10112000,65,19061,12,500,6.83,10.24,2,20.48,1.0,0.26,2025-02-25T13:13:16.885776
S12151600001,2013-05-10,4829,77,10623100,260,43337,12,1000,11.75,17.62,240,4228.8,240.0,63.4,2025-02-25T13:13:16.885776
S12122500007,2013-05-13,4728,52,10221000,65,89786,12,750,8.92,13.39,12,160.68,9.0,2.38,2025-02-25T13:13:16.885776
S12155000018,2013-05-14,3477,78,10122000,35,4867,12,1000,16.86,25.29,12,303.48,12.0,3.17,2025-02-25T13:13:16.885776
S12153000002,2013-05-15,3447,97,10112000,65,19067,12,1000,12.07,18.11,240,4346.4,240.0,63.4,2025-02-25T13:13:16.885776
S12143600004,2013-05-16,4788,57,10711000,65,63541,12,750,6.82,10.23,12,122.76,9.0,2.38,2025-02-25T13:13:16.885776
S12275100008,2013-05-20,3664,98,10112000,65,20248,6,1750,8.92,13.38,6,80.28,10.5,2.77,2025-02-25T13:13:16.885776
S12283700015,2013-05-21,3632,31,10310800,297,35918,6,1750,7.2,10.79,12,129.48,21.0,5.55,2025-02-25T13:13:16.885776
S12276700017,2013-05-22,3420,77,10122000,260,5288,6,1750,22.5,33.74,18,607.32,31.5,8.32,2025-02-25T13:13:16.885776
S123048-00200001,2013-05-23,3952,82,10312000,447,940309,6,750,10.0,15.0,348,5220.0,261.0,68.95,2025-02-25T13:13:16.885776
S12404100013,2013-05-24,4373,77,10320800,35,34423,12,375,8.48,12.72,4,50.88,1.5,0.4,2025-02-25T13:13:16.885776
S12342300008,2013-05-28,4783,74,10121000,115,11788,6,1750,9.7,14.92,12,179.04,21.0,5.55,2025-02-25T13:13:16.885776
S12414200061,2013-05-29,3354,82,10813120,65,82787,12,1000,7.62,11.43,12,137.16,12.0,3.17,2025-02-25T13:13:16.885776
S12433900015,2013-05-30,4474,78,10622000,35,43121,12,500,4.74,7.11,2,14.22,1.0,0.26,2025-02-25T13:13:16.885776
S12471500006,2013-05-31,4665,77,10310800,297,35918,6,1750,7.2,10.79,6,64.74,10.5,2.77,2025-02-25T13:13:16.885776
S12511800003,2013-06-03,4444,97,10310800,434,36308,6,1750,7.13,10.7,6,64.2,10.5,2.77,2025-02-25T13:13:16.885776
S12544400009,2013-06-04,4366,52,10813000,434,81204,24,375,2.27,3.41,6,20.46,2.25,0.59,2025-02-25T13:13:16.885776
S12551400006,2013-06-05,4477,78,10320800,370,34006,12,750,11.0,16.49,12,197.88,9.0,2.38,2025-02-25T13:13:16.885776
S12608900027,2013-06-06,4478,77,10829000,259,65229,6,750,9.83,14.74,3,44.22,2.25,0.59,2025-02-25T13:13:16.885776
S12661300001,2013-06-07,4057,77,10221000,65,89617,12,750,10.0,15.0,60,900.0,45.0,11.89,2025-02-25T13:13:16.885776
S12644000008,2013-06-10,4760,7,10121000,260,10836,12,750,17.0,25.49,12,305.88,9.0,2.38,2025-02-25T13:13:16.885776
S12671400028,2013-06-11,4648,7,10623100,240,45886,12,750,9.06,13.59,3,40.77,2.25,0.59,2025-02-25T13:13:16.885776
S12669300052,2013-06-12,3420,77,10813900,260,69947,12,1000,15.5,23.25,12,279.0,12.0,3.17,2025-02-25T13:13:16.885776
S12710300038,2013-06-13,4108,77,10221000,395,89194,24,375,5.49,8.24,24,197.76,9.0,2.38,2025-02-25T13:13:16.885776
S12710600005,2013-06-14,4899,74,10121000,55,12407,12,1000,5.5,8.25,12,99.0,12.0,3.17,2025-02-25T13:13:16.885776
S12747800133,2013-06-15,2616,23,10623000,370,42712,12,500,4.95,7.43,1,7.43,0.5,0.13,2025-02-25T13:13:16.885776
S12840900010,2013-06-17,3911,48,10111000,260,25607,12,1000,8.0,11.99,2,23.98,2.0,0.53,2025-02-25T13:13:16.885776
S12866200019,2013-06-18,4373,77,10623100,260,43336,12,750,8.25,12.62,6,75.72,4.5,1.19,2025-02-25T13:13:16.885776
S12920300004,2013-06-21,4247,,10121000,65,10628,6,1750,15.75,23.62,6,141.72,10.5,2.77,2025-02-25T13:13:16.885776
S12922600001,2013-06-22,3484,18,10113000,85,26827,12,1000,17.4,26.11,12,313.32,12.0,3.17,2025-02-25T13:13:16.885776
S12922000052,2013-06-24,3805,82,10510100,115,53213,24,200,1.77,2.66,48,127.68,9.6,2.54,2025-02-25T13:13:16.885776
S12919600003,2013-06-25,4793,56,10311000,434,36301,12,500,3.73,5.59,1,5.59,0.5,0.13,2025-02-25T13:13:16.885776
S12931100045,2013-06-26,3420,77,10810300,65,67557,12,1000,8.13,12.2,24,292.8,24.0,6.34,2025-02-25T13:13:16.885776
S12929600005,2013-06-27,3691,77,10121000,260,10836,12,750,17.0,25.49,12,305.88,9.0,2.38,2025-02-25T13:13:16.885776
S13064700001,2013-06-28,2190,77,10520100,420,48108,6,1750,40.99,61.49,6,368.94,10.5,2.77,2025-02-25T13:13:16.885776
S13063000010,2013-07-01,4542,76,10310800,434,36306,12,750,3.28,4.92,12,59.04,9.0,2.38,2025-02-25T13:13:16.885776
S13059000015,2013-07-02,4885,49,10111000,65,24451,12,500,5.23,7.84,6,47.04,3.0,0.79,2025-02-25T13:13:16.885776
S13033700011,2013-07-03,4661,77,10623100,260,43331,12,500,5.5,8.25,3,24.75,1.5,0.4,2025-02-25T13:13:16.885776
S13149600028,2013-07-04,2840,82,10113000,85,26821,12,500,8.62,12.94,2,25.88,1.0,0.26,2025-02-25T13:13:16.885776
S000056666600003,2013-07-08,2643,7,10310800,297,35914,24,375,1.93,2.89,24,69.36,9.0,2.38,2025-02-25T13:13:16.885776
S13200900004,2013-07-09,4527,46,10622000,434,45276,12,750,3.85,5.77,12,69.24,9.0,2.38,2025-02-25T13:13:16.885776
S13199200002,2013-07-10,4444,97,10312000,380,41704,12,750,6.5,9.74,12,116.88,9.0,2.38,2025-02-25T13:13:16.885776
S13219900008,2013-07-11,4648,7,10411000,205,31472,24,200,2.04,3.06,24,73.44,4.8,1.27,2025-02-25T13:13:16.885776
S13252700016,2013-07-15,3814,25,10221000,434,89387,12,1000,6.67,10.0,180,1800.0,180.0,47.55,2025-02-25T13:13:16.885776
S13329700017,2013-07-16,3616,76,10813800,65,82626,12,750,6.3,9.45,3,28.35,2.25,0.59,2025-02-25T13:13:16.885776
S13398200096,2013-07-17,2290,11,10623000,370,42699,12,750,6.75,10.49,1,10.49,0.75,0.2,2025-02-25T13:13:16.885776
S13406600046,2013-07-18,4902,7,10510100,205,52580,24,200,2.05,3.07,6,18.42,1.2,0.32,2025-02-25T13:13:16.885776
S13453000001,2013-07-19,2190,77,10310800,421,38088,6,1750,9.43,14.15,60,849.0,105.0,27.74,2025-02-25T13:13:16.885776
S133158-00100026,2013-07-22,4669,77,10829000,885,901140,6,100,6.62,9.93,6,59.58,0.6,0.16,2025-02-25T13:13:16.885776
S13460800055,2013-07-23,3420,77,10829000,330,66936,12,750,10.99,16.49,36,593.64,27.0,7.13,2025-02-25T13:13:16.885776
S13461100010,2013-07-24,3447,97,10622000,35,43127,12,1000,9.43,14.14,36,509.04,36.0,9.51,2025-02-25T13:13:16.885776
S13493200007,2013-07-25,4870,82,10411000,297,29994,24,375,1.99,2.98,24,71.52,9.0,2.38,2025-02-25T13:13:16.885776
S13580600021,2013-07-29,4580,92,10111000,297,23826,12,750,3.46,5.19,3,15.57,2.25,0.59,2025-02-25T13:13:16.885776
S13568600004,2013-07-30,4727,77,10320800,260,34456,12,750,14.0,20.99,12,251.88,9.0,2.38,2025-02-25T13:13:16.885776
S13621600068,2013-07-31,4295,77,10711000,55,57120,6,1750,5.99,9.24,3,27.72,5.25,1.39,2025-02-25T13:13:16.885776
S13592400005,2013-08-01,4288,57,10310800,434,36306,12,750,3.34,5.01,12,60.12,9.0,2.38,2025-02-25T13:13:16.885776
S13705700001,2013-08-02,3995,7,10221000,413,988582,6,750,20.21,30.31,6,181.86,4.5,1.19,2025-02-25T13:13:16.885776
S13703500010,2013-08-05,4283,57,10623100,260,43337,12,1000,11.75,17.62,12,211.44,12.0,3.17,2025-02-25T13:13:16.885776
S13716000028,2013-08-06,3484,18,10312000,380,40394,12,750,6.25,9.49,2,18.98,1.5,0.4,2025-02-25T13:13:16.885776
S13718200069,2013-08-07,4005,3,10813000,434,80577,12,1000,3.83,5.75,3,17.25,3.0,0.79,2025-02-25T13:13:16.885776
S13733500004,2013-08-08,4288,57,10623100,260,43336,12,750,8.75,13.12,12,157.44,9.0,2.38,2025-02-25T13:13:16.885776
S13737700011,2013-08-12,4413,58,10816000,85,86886,12,750,9.84,14.77,5,73.85,3.75,0.99,2025-02-25T13:13:16.885776
S13828800032,2013-08-13,3420,77,10122000,55,8827,12,1000,6.13,9.2,12,110.4,12.0,3.17,2025-02-25T13:13:16.885776
S13821100025,2013-08-14,4674,85,10622000,35,43124,24,375,4.3,6.45,6,38.7,2.25,0.59,2025-02-25T13:13:16.885776
S13846100001,2013-08-15,4288,57,10121000,115,11776,12,750,5.23,7.84,12,94.08,9.0,2.38,2025-02-25T13:13:16.885776
S13884400001,2013-08-16,4834,70,10113000,85,86668,12,500,8.62,12.94,12,155.28,6.0,1.59,2025-02-25T13:13:16.885776
S13947300068,2013-08-19,3385,57,10122000,240,6998,6,1750,11.24,16.87,6,101.22,10.5,2.77,2025-02-25T13:13:16.885776
S13934100005,2013-08-20,4923,18,10121000,115,11788,6,1750,10.45,15.67,6,94.02,10.5,2.77,2025-02-25T13:13:16.885776
S13946400007,2013-08-21,3944,31,10813900,260,65066,12,750,12.75,19.13,12,229.56,9.0,2.38,2025-02-25T13:13:16.885776
S13934600026,2013-08-22,4837,52,10816000,421,64866,12,750,8.97,13.46,12,161.52,9.0,2.38,2025-02-25T13:13:16.885776
S14072500004,2013-08-26,4303,29,10121000,65,10626,12,750,7.87,11.81,2,23.62,1.5,0.4,2025-02-25T13:13:16.885776
S14099900004,2013-08-27,3484,18,10312000,380,41688,12,750,6.25,9.49,12,113.88,9.0,2.38,2025-02-25T13:13:16.885776
S14154000012,2013-08-28,4767,77,10113000,85,86670,12,750,14.04,21.05,3,63.15,2.25,0.59,2025-02-25T13:13:16.885776
S14218900034,2013-08-29,2953,77,10121000,85,12478,6,1750,10.5,15.75,6,94.5,10.5,2.77,2025-02-25T13:13:16.885776
S14253700013,2013-08-30,2665,25,10121000,971,66789,10,600,5.5,8.25,1,8.25,0.6,0.16,2025-02-25T13:13:16.885776
S14252500005,2013-09-03,4303,29,10813900,421,69638,6,1750,14.66,21.99,6,131.94,10.5,2.77,2025-02-25T13:13:16.885776
S140013-00200016,2013-09-04,4669,77,10511500,885,901031,3,750,29.66,44.5,3,133.5,2.25,0.59,2025-02-25T13:13:16.885776
S14258400022,2013-09-05,3447,97,10812000,260,68037,12,1000,17.25,25.88,12,310.56,12.0,3.17,2025-02-25T13:13:16.885776
S14284400011,2013-09-06,4288,57,10221000,395,89230,6,750,19.5,29.24,6,175.44,4.5,1.19,2025-02-25T13:13:16.885776
S14382000028,2013-09-09,2666,77,10813300,434,82126,12,750,4.08,6.13,12,73.56,9.0,2.38,2025-02-25T13:13:16.885776
S14405000001,2013-09-10,4675,85,10312000,380,41704,12,750,6.5,9.74,12,116.88,9.0,2.38,2025-02-25T13:13:16.885776
S14436300016,2013-09-11,2649,31,10311000,300,36908,6,1750,7.46,11.19,12,134.28,21.0,5.55,2025-02-25T13:13:16.885776
S14364500003,2013-09-12,4728,52,10121000,260,11296,12,750,14.75,22.13,12,265.56,9.0,2.38,2025-02-25T13:13:16.885776
S14529100024,2013-09-16,3814,25,10310800,301,38177,12,1000,11.92,17.88,77,1376.76,77.0,20.34,2025-02-25T13:13:16.885776
S14569000015,2013-09-17,4490,57,10816000,85,86886,12,750,9.84,14.77,4,59.08,3.0,0.79,2025-02-25T13:13:16.885776
S14512000032,2013-09-18,2543,90,10623000,370,42717,12,1000,10.0,14.99,12,179.88,12.0,3.17,2025-02-25T13:13:16.885776
